Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
40,Yes,Travel_Rarely,Sales,2,Other,Female,3,Manager,1,Married,14094,Yes,3,20,1,4,11,1
47,No,Travel_Rarely,Human Resources,1,Medical,Male,5,Manager,4,Single,17600,Yes,3,36,6,2,24,14
50,No,Travel_Rarely,Research & Development,4,Technical Degree,Male,4,Healthcare Representative,2,Married,20000,No,3,34,3,3,34,13
26,No,Travel_Frequently,Human Resources,5,Human Resources,Male,5,Human Resources,2,Married,17600,Yes,3,25,2,4,11,11
18,No,Travel_Rarely,Research & Development,3,Marketing,Male,4,Research Director,2,Married,19643,No,3,29,1,1,29,10
52,No,Non-Travel,Research & Development,1,Other,Female,5,Research Director,4,Divorced,17226,Yes,3,15,2,1,4,4
28,No,Non-Travel,Sales,5,Medical,Male,5,Manager,1,Divorced,19000,No,3,33,5,4,33,5
51,No,Travel_Rarely,Sales,5,Technical Degree,Male,5,Sales Representative,1,Divorced,19000,No,3,30,0,4,21,19
33,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Healthcare Representative,2,Divorced,15630,No,3,38,6,3,38,8
26,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,2,Laboratory Technician,4,Divorced,12975,No,4,31,4,2,12,4
49,No,Travel_Rarely,Sales,1,Human Resources,Female,5,Sales Representative,4,Married,16999,No,3,15,0,1,2,2
32,No,Travel_Rarely,Sales,5,Human Resources,Male,4,Sales Representative,4,Single,17402,No,4,19,1,2,19,1
29,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Research Scientist,2,Married,16869,No,3,30,2,1,30,5
50,No,Travel_Rarely,Human Resources,3,Medical,Male,1,Manager,4,Divorced,11495,No,3,39,2,2,4,4
31,Yes,Travel_Rarely,Research & Development,3,Human Resources,Male,2,Research Director,2,Single,15299,Yes,3,36,3,1,23,18
25,No,Non-Travel,Sales,5,Medical,Female,5,Sales Representative,2,Single,19000,No,3,39,0,2,39,8
25,Yes,Travel_Rarely,Sales,2,Medical,Female,1,Manager,2,Single,10897,Yes,3,32,0,3,32,5
44,No,Travel_Rarely,Sales,1,Technical Degree,Male,2,Sales Representative,3,Married,11955,No,3,19,1,1,7,7
29,No,Travel_Rarely,Human Resources,1,Medical,Male,3,Human Resources,2,Married,14035,No,3,23,2,3,23,12
18,No,Non-Travel,Sales,1,Other,Female,4,Sales Executive,4,Married,15856,No,3,25,1,1,19,10
57,No,Travel_Rarely,Research & Development,3,Human Resources,Male,5,Laboratory Technician,3,Single,20000,No,3,15,1,1,15,11
59,No,Travel_Rarely,Sales,2,Human Resources,Female,3,Sales Executive,1,Married,12989,No,3,11,5,1,11,11
28,No,Travel_Rarely,Research & Development,2,Marketing,Male,2,Research Scientist,1,Married,16803,No,4,34,2,2,12,12
56,No,Travel_Rarely,Research & Development,3,Medical,Male,5,Healthcare Representative,4,Single,20000,No,3,38,1,1,38,18
48,No,Travel_Rarely,Research & Development,1,Marketing,Male,1,Research Director,4,Married,10556,Yes,3,24,2,3,24,12
34,No,Travel_Rarely,Sales,1,Technical Degree,Male,4,Sales Representative,4,Married,19000,No,3,31,1,2,31,13
50,No,Travel_Rarely,Sales,5,Marketing,Female,2,Sales Executive,4,Married,14374,No,3,32,4,2,23,17
49,No,Travel_Rarely,Sales,4,Medical,Male,4,Manager,3,Married,16306,No,3,15,1,1,8,8
46,No,Non-Travel,Human Resources,2,Human Resources,Male,5,Manager,4,Single,17600,No,3,39,1,4,39,3
38,No,Travel_Rarely,Human Resources,2,Technical Degree,Male,3,Human Resources,2,Divorced,12933,Yes,3,22,6,2,22,9
38,No,Travel_Frequently,Research & Development,2,Medical,Male,4,Research Director,1,Single,18351,Yes,4,18,4,1,12,12
57,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,1,Healthcare Representative,4,Single,13951,No,3,31,0,3,31,3
40,Yes,Travel_Rarely,Research & Development,5,Life Sciences,Male,2,Healthcare Representative,2,Divorced,13858,No,4,14,2,4,14,11
23,No,Travel_Rarely,Sales,4,Medical,Female,1,Sales Executive,4,Married,12582,No,4,35,6,2,35,12
39,No,Non-Travel,Human Resources,1,Life Sciences,Male,4,Human Resources,2,Single,16409,No,4,27,3,4,4,3
55,No,Travel_Rarely,Research & Development,1,Marketing,Male,3,Healthcare Representative,3,Single,15535,No,3,21,4,2,21,9
54,No,Travel_Rarely,Research & Development,2,Medical,Female,3,Research Director,1,Divorced,13893,Yes,3,15,6,4,15,2
25,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Research Director,1,Married,9606,Yes,3,15,0,4,9,9
58,No,Travel_Rarely,Sales,2,Other,Female,5,Sales Executive,3,Married,17838,Yes,3,23,1,3,23,1
52,Yes,Travel_Rarely,Sales,3,Human Resources,Male,5,Manager,2,Married,19000,No,3,35,5,4,17,16
28,No,Travel_Rarely,Research & Development,4,Marketing,Female,3,Research Scientist,4,Single,14973,Yes,3,17,0,3,17,5
41,No,Travel_Rarely,Sales,1,Medical,Female,1,Manager,2,Married,9759,No,3,38,4,1,6,6
38,No,Travel_Rarely,Research & Development,3,Medical,Female,1,Research Scientist,1,Single,11260,No,3,22,5,2,3,2
19,No,Travel_Rarely,Sales,4,Human Resources,Female,1,Sales Executive,3,Married,10277,No,3,25,1,3,25,17
57,No,Travel_Rarely,Research & Development,1,Human Resources,Male,4,Laboratory Technician,3,Single,15905,Yes,3,10,0,2,4,0
36,No,Travel_Frequently,Sales,3,Life Sciences,Female,5,Sales Representative,2,Married,16601,Yes,3,15,3,3,15,15
56,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,5,Healthcare Representative,2,Married,20000,No,3,34,2,2,34,6
45,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,4,Healthcare Representative,3,Married,17887,No,3,25,2,3,25,2
34,No,Travel_Rarely,Sales,2,Technical Degree,Male,2,Sales Representative,1,Single,12636,No,3,17,4,2,17,3
23,No,Travel_Rarely,Research & Development,4,Marketing,Male,4,Research Scientist,4,Married,20000,No,3,28,6,1,28,8
36,No,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Director,4,Married,11424,No,3,22,1,2,22,4
55,No,Travel_Rarely,Research & Development,5,Marketing,Male,4,Research Director,2,Married,18861,No,3,13,1,1,13,13
45,No,Travel_Rarely,Human Resources,1,Human Resources,Male,1,Human Resources,3,Married,9198,No,3,22,2,1,14,14
19,No,Travel_Rarely,Research & Development,4,Other,Female,3,Healthcare Representative,3,Married,15409,No,3,32,0,1,32,7
55,No,Travel_Rarely,Sales,2,Marketing,Female,1,Manager,3,Married,10905,No,3,35,1,4,24,5
54,No,Travel_Rarely,Sales,1,Marketing,Male,5,Sales Executive,1,Married,19000,No,3,26,3,2,20,17
21,No,Travel_Rarely,Sales,3,Life Sciences,Male,4,Manager,2,Divorced,17806,No,3,16,3,4,16,16
39,No,Travel_Rarely,Research & Development,2,Human Resources,Male,1,Research Scientist,2,Single,13866,No,3,38,1,4,22,14
43,No,Travel_Rarely,Sales,1,Marketing,Male,2,Sales Representative,2,Single,11692,No,3,18,1,2,16,6
53,No,Travel_Rarely,Research & Development,5,Medical,Male,3,Laboratory Technician,1,Married,15035,No,3,13,2,1,13,9
30,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Director,2,Divorced,15103,No,3,28,4,4,28,5
49,Yes,Travel_Frequently,Sales,5,Marketing,Male,2,Manager,4,Divorced,10855,No,3,19,2,4,19,13
34,No,Travel_Rarely,Research & Development,1,Human Resources,Female,2,Research Director,2,Married,12135,Yes,3,29,4,3,29,16
58,No,Travel_Rarely,Sales,5,Other,Male,3,Manager,2,Married,15824,Yes,3,18,3,2,18,8
53,No,Travel_Rarely,Sales,1,Medical,Male,3,Sales Representative,2,Married,16723,Yes,3,38,4,4,38,18
36,Yes,Travel_Rarely,Research & Development,1,Other,Male,3,Laboratory Technician,1,Married,16944,No,3,35,2,2,12,4
52,No,Non-Travel,Research & Development,5,Human Resources,Male,3,Research Scientist,4,Married,15986,No,3,17,1,2,17,6
57,No,Travel_Rarely,Research & Development,1,Human Resources,Male,2,Research Director,4,Divorced,13880,Yes,3,22,4,4,22,18
45,No,Travel_Rarely,Research & Development,2,Human Resources,Female,5,Laboratory Technician,3,Married,20000,Yes,3,32,2,2,32,19
18,No,Travel_Rarely,Sales,1,Other,Male,5,Sales Executive,3,Married,19000,No,3,38,3,1,38,6
59,No,Travel_Rarely,Research & Development,4,Technical Degree,Male,3,Research Scientist,4,Married,19724,Yes,3,39,5,4,39,1
35,No,Travel_Rarely,Research & Development,1,Medical,Female,4,Research Scientist,2,Married,15514,Yes,3,17,4,4,17,15
57,No,Travel_Rarely,Research & Development,4,Human Resources,Female,1,Healthcare Representative,2,Married,8526,No,3,13,3,4,8,8
50,Yes,Travel_Rarely,Sales,1,Technical Degree,Female,4,Sales Representative,2,Married,17461,Yes,3,32,3,3,32,7
29,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,4,Healthcare Representative,1,Single,20000,Yes,3,37,0,3,31,5
25,No,Travel_Rarely,Research & Development,5,Technical Degree,Female,4,Research Scientist,2,Single,18348,No,4,29,5,3,16,5
41,No,Travel_Rarely,Sales,2,Life Sciences,Male,5,Manager,1,Married,19000,No,3,18,4,3,18,8
33,No,Travel_Rarely,Human Resources,2,Other,Male,1,Human Resources,4,Divorced,9365,No,3,26,2,4,26,3
21,No,Non-Travel,Sales,3,Technical Degree,Male,4,Sales Executive,2,Single,14715,Yes,3,5,4,1,5,5
55,No,Travel_Rarely,Human Resources,5,Other,Male,3,Manager,2,Married,16152,No,3,34,4,2,34,4
44,No,Travel_Rarely,Research & Development,5,Human Resources,Male,5,Research Scientist,3,Married,20000,No,3,36,5,2,36,16
26,Yes,Travel_Rarely,Sales,2,Technical Degree,Male,3,Sales Representative,4,Single,17392,Yes,4,33,6,4,33,19
33,No,Travel_Rarely,Research & Development,5,Technical Degree,Female,3,Laboratory Technician,2,Divorced,13500,Yes,3,19,3,1,19,6
29,Yes,Travel_Frequently,Human Resources,2,Human Resources,Female,4,Human Resources,1,Divorced,13891,Yes,3,24,3,2,24,14
48,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,3,Research Scientist,4,Single,12310,No,3,10,3,1,3,3
41,No,Travel_Rarely,Research & Development,1,Human Resources,Male,1,Research Director,3,Married,8813,No,3,9,3,4,9,9
31,Yes,Travel_Rarely,Research & Development,2,Medical,Female,3,Research Director,4,Married,14300,No,4,28,5,3,9,9
42,Yes,Travel_Rarely,Research & Development,2,Technical Degree,Male,4,Research Scientist,1,Divorced,16920,No,3,23,2,1,23,10
51,No,Travel_Rarely,Research & Development,4,Medical,Female,3,Research Scientist,3,Single,14842,No,3,33,1,2,20,12
20,No,Travel_Rarely,Sales,5,Human Resources,Male,5,Sales Representative,1,Single,19000,No,3,23,0,2,10,8
41,No,Travel_Rarely,Research & Development,5,Other,Female,5,Research Scientist,4,Married,20000,No,3,26,6,2,26,9
59,No,Travel_Rarely,Sales,2,Human Resources,Male,5,Sales Representative,3,Divorced,19000,Yes,3,31,6,3,15,3
26,No,Travel_Rarely,Human Resources,1,Marketing,Female,2,Human Resources,1,Single,10945,No,3,25,3,1,25,16
43,No,Travel_Rarely,Human Resources,1,Medical,Female,5,Human Resources,4,Married,16547,No,3,33,3,1,29,13
37,No,Travel_Rarely,Sales,1,Marketing,Male,5,Sales Representative,1,Single,18613,No,3,23,0,2,15,15
57,Yes,Non-Travel,Research & Development,5,Medical,Male,2,Research Scientist,2,Divorced,11421,No,3,6,3,1,6,6
27,No,Travel_Rarely,Human Resources,4,Other,Female,5,Human Resources,4,Single,17600,No,3,28,1,2,15,15
36,No,Travel_Rarely,Sales,2,Marketing,Male,4,Sales Representative,3,Divorced,17343,No,3,34,6,1,34,0
20,No,Travel_Rarely,Research & Development,3,Marketing,Female,5,Healthcare Representative,3,Married,16505,Yes,3,15,4,3,15,6
41,No,Travel_Rarely,Human Resources,4,Medical,Male,5,Manager,2,Married,17600,No,3,39,0,3,39,9
22,No,Travel_Rarely,Sales,3,Human Resources,Male,2,Manager,1,Divorced,14862,No,3,36,6,4,11,8
20,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,4,Laboratory Technician,1,Divorced,20000,No,3,34,2,4,34,2
44,No,Non-Travel,Sales,1,Human Resources,Male,3,Sales Executive,3,Married,14928,Yes,3,28,6,4,20,13
33,Yes,Travel_Rarely,Human Resources,5,Life Sciences,Female,1,Human Resources,1,Single,9254,Yes,3,35,0,1,35,14
32,Yes,Travel_Rarely,Human Resources,3,Medical,Male,4,Manager,4,Married,14661,No,3,22,1,3,16,1
52,No,Travel_Rarely,Human Resources,4,Technical Degree,Male,3,Manager,4,Married,15492,No,3,33,5,3,31,13
29,No,Non-Travel,Research & Development,5,Human Resources,Male,4,Healthcare Representative,3,Married,17641,No,3,5,2,3,5,5
58,No,Travel_Rarely,Human Resources,3,Marketing,Male,3,Human Resources,4,Married,15294,No,4,29,4,2,23,6
43,No,Travel_Rarely,Research & Development,2,Human Resources,Female,3,Research Director,3,Single,15823,No,3,33,3,1,26,3
51,No,Travel_Rarely,Sales,4,Medical,Female,4,Sales Representative,1,Married,16683,No,3,31,0,1,19,17
40,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Healthcare Representative,1,Married,14227,Yes,3,28,2,4,24,4
48,No,Travel_Rarely,Sales,1,Technical Degree,Female,4,Manager,1,Single,13437,Yes,3,8,0,2,1,1
37,No,Non-Travel,Research & Development,2,Human Resources,Female,4,Research Director,2,Married,13430,No,3,8,4,2,8,6
29,No,Non-Travel,Sales,2,Human Resources,Male,3,Sales Representative,3,Married,17666,No,3,38,0,3,27,14
40,No,Travel_Rarely,Sales,4,Other,Female,1,Sales Representative,4,Married,11124,No,3,37,6,4,37,0
21,No,Travel_Rarely,Sales,1,Human Resources,Male,3,Sales Executive,1,Single,10917,No,3,4,6,1,2,2
40,No,Travel_Rarely,Research & Development,2,Medical,Male,5,Research Scientist,2,Married,20000,Yes,3,19,2,2,19,0
18,No,Travel_Rarely,Sales,5,Life Sciences,Female,4,Sales Representative,4,Single,16352,No,3,31,1,3,5,5
42,No,Travel_Rarely,Research & Development,3,Other,Male,4,Healthcare Representative,4,Married,19645,No,3,38,5,1,38,17
19,No,Non-Travel,Sales,2,Life Sciences,Female,2,Sales Representative,4,Married,12086,No,3,37,2,3,32,13
47,No,Travel_Rarely,Sales,1,Marketing,Female,3,Sales Executive,1,Married,14158,Yes,3,17,0,1,0,0
20,No,Travel_Rarely,Research & Development,2,Medical,Male,2,Research Scientist,4,Single,16170,No,3,36,4,3,36,9
38,No,Travel_Rarely,Research & Development,3,Other,Female,4,Research Scientist,3,Married,16021,No,4,20,6,1,5,5
42,No,Travel_Frequently,Sales,1,Technical Degree,Male,3,Sales Representative,2,Divorced,16339,No,4,33,3,4,33,3
37,Yes,Travel_Rarely,Research & Development,4,Other,Male,3,Laboratory Technician,4,Single,14908,No,3,14,3,1,14,14
39,Yes,Travel_Rarely,Human Resources,1,Marketing,Female,5,Manager,4,Divorced,16735,Yes,3,25,4,1,25,15
38,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Female,5,Research Scientist,3,Married,17834,Yes,3,18,0,1,13,12
50,No,Travel_Rarely,Sales,1,Other,Male,1,Manager,4,Married,12776,Yes,3,39,5,3,6,6
55,Yes,Travel_Rarely,Sales,3,Technical Degree,Male,5,Manager,1,Single,19000,No,4,39,4,2,30,10
32,Yes,Travel_Rarely,Human Resources,3,Human Resources,Female,3,Manager,1,Single,12668,No,3,23,0,1,23,10
32,No,Travel_Rarely,Sales,1,Technical Degree,Female,5,Sales Executive,1,Divorced,18686,No,3,30,2,1,30,5
42,No,Travel_Rarely,Human Resources,2,Other,Female,1,Manager,4,Married,9196,Yes,3,28,5,4,28,0
38,No,Non-Travel,Research & Development,3,Technical Degree,Male,4,Laboratory Technician,2,Single,20000,No,3,39,1,1,31,5
41,No,Travel_Frequently,Human Resources,4,Medical,Male,5,Human Resources,2,Married,16754,No,3,16,0,4,16,12
22,No,Travel_Rarely,Research & Development,4,Human Resources,Male,3,Research Scientist,4,Single,13568,Yes,3,13,3,1,13,4
23,No,Travel_Rarely,Human Resources,5,Human Resources,Female,4,Human Resources,2,Divorced,16621,No,3,39,3,3,39,14
40,Yes,Non-Travel,Research & Development,4,Marketing,Male,3,Research Director,2,Married,17990,Yes,3,35,6,2,35,17
21,No,Travel_Rarely,Research & Development,5,Human Resources,Male,4,Research Scientist,4,Divorced,18423,Yes,3,25,5,2,23,19
44,Yes,Travel_Rarely,Research & Development,1,Life Sciences,Female,3,Healthcare Representative,1,Divorced,15418,Yes,3,36,1,2,26,13
35,No,Travel_Rarely,Research & Development,1,Medical,Male,5,Research Director,4,Single,20000,No,3,24,0,3,24,14
38,Yes,Travel_Rarely,Research & Development,1,Marketing,Female,5,Healthcare Representative,1,Married,19969,No,3,31,1,4,31,4
45,No,Travel_Frequently,Human Resources,2,Life Sciences,Female,1,Manager,1,Married,8303,No,4,17,6,2,17,3
52,Yes,Travel_Rarely,Human Resources,2,Technical Degree,Female,4,Human Resources,2,Married,13913,No,3,26,2,3,17,1
39,Yes,Travel_Rarely,Research & Development,5,Life Sciences,Male,1,Research Scientist,2,Divorced,13637,No,3,36,1,3,36,6
57,No,Travel_Rarely,Research & Development,4,Marketing,Male,2,Healthcare Representative,1,Married,14737,No,3,36,2,1,25,9
40,Yes,Travel_Rarely,Research & Development,4,Human Resources,Female,5,Laboratory Technician,1,Single,18078,No,3,18,3,4,8,8
20,No,Non-Travel,Research & Development,1,Medical,Female,4,Laboratory Technician,2,Divorced,17244,No,3,38,2,3,34,9
57,No,Travel_Rarely,Sales,3,Marketing,Female,1,Manager,3,Single,10968,No,3,34,0,4,7,7
27,No,Travel_Rarely,Sales,2,Life Sciences,Male,1,Sales Representative,1,Single,9808,Yes,4,19,5,2,19,16
42,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Research Scientist,1,Married,11685,No,3,21,5,2,21,12
25,No,Travel_Frequently,Sales,1,Marketing,Female,1,Manager,1,Divorced,10288,No,4,30,0,2,18,0
28,No,Travel_Rarely,Sales,2,Other,Female,3,Sales Representative,2,Married,13515,Yes,4,29,0,1,29,0
22,No,Travel_Rarely,Sales,1,Other,Female,5,Sales Executive,4,Single,19000,No,4,38,0,1,27,14
54,No,Travel_Rarely,Sales,5,Marketing,Female,1,Manager,1,Married,12369,Yes,3,36,4,4,34,0
55,No,Non-Travel,Sales,4,Other,Female,1,Sales Executive,1,Married,7529,No,3,13,6,4,10,5
46,No,Travel_Rarely,Human Resources,3,Marketing,Male,2,Manager,1,Married,11748,Yes,3,30,2,1,30,12
22,No,Travel_Rarely,Research & Development,4,Human Resources,Male,3,Research Director,4,Single,17594,Yes,3,38,0,3,38,0
26,No,Travel_Rarely,Research & Development,4,Marketing,Male,1,Research Director,4,Married,13461,No,3,35,5,4,35,4
19,No,Travel_Frequently,Research & Development,5,Technical Degree,Male,5,Laboratory Technician,1,Divorced,20000,No,3,29,1,4,29,8
18,No,Travel_Rarely,Sales,2,Medical,Male,5,Sales Executive,1,Single,19000,No,3,24,1,2,22,16
57,No,Travel_Rarely,Human Resources,3,Medical,Male,1,Manager,3,Single,11199,Yes,4,27,4,4,18,15
47,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,3,Healthcare Representative,4,Divorced,14653,Yes,3,11,2,4,11,7
28,No,Travel_Rarely,Sales,4,Life Sciences,Male,5,Manager,3,Married,19000,No,3,16,2,3,14,14
45,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,5,Healthcare Representative,1,Divorced,20000,No,3,30,6,4,30,14
29,No,Non-Travel,Human Resources,4,Life Sciences,Female,3,Human Resources,1,Single,14408,No,3,36,2,3,36,0
56,Yes,Travel_Rarely,Human Resources,2,Life Sciences,Male,3,Manager,1,Single,15013,Yes,3,36,5,2,36,11
43,No,Travel_Rarely,Research & Development,4,Human Resources,Female,1,Research Scientist,1,Married,11175,No,4,14,5,1,14,4
30,No,Non-Travel,Research & Development,1,Technical Degree,Male,4,Laboratory Technician,2,Married,20000,No,3,36,6,2,28,5
25,No,Travel_Frequently,Sales,5,Medical,Male,2,Sales Executive,2,Married,14134,No,3,32,4,3,25,0
45,No,Travel_Frequently,Human Resources,2,Technical Degree,Male,4,Human Resources,2,Married,16517,No,3,23,2,3,1,0
47,No,Travel_Frequently,Sales,4,Medical,Male,4,Manager,3,Single,18448,Yes,3,19,2,4,19,9
26,No,Non-Travel,Human Resources,2,Life Sciences,Female,5,Human Resources,4,Married,17395,Yes,3,34,0,4,14,9
56,No,Travel_Frequently,Research & Development,5,Human Resources,Female,3,Research Director,1,Married,11733,No,3,3,2,1,3,2
48,No,Travel_Frequently,Research & Development,4,Marketing,Male,5,Research Scientist,4,Married,20000,No,3,32,5,3,21,16
38,No,Travel_Frequently,Research & Development,4,Marketing,Male,2,Research Scientist,2,Married,16154,No,3,37,0,3,37,18
51,No,Travel_Rarely,Sales,2,Other,Male,1,Manager,1,Married,9593,No,3,22,0,2,22,10
48,No,Travel_Rarely,Sales,2,Life Sciences,Male,2,Sales Executive,1,Married,11998,No,3,25,2,1,25,17
42,No,Non-Travel,Sales,1,Life Sciences,Male,5,Sales Representative,3,Single,15727,No,4,10,1,2,10,1
29,No,Travel_Rarely,Sales,5,Technical Degree,Male,5,Sales Executive,4,Married,19000,No,3,27,3,4,27,8
18,No,Non-Travel,Research & Development,1,Human Resources,Female,5,Healthcare Representative,3,Single,15471,Yes,3,4,5,4,1,1
39,Yes,Travel_Rarely,Research & Development,4,Human Resources,Female,5,Research Director,2,Married,18255,Yes,3,8,1,2,7,7
57,No,Travel_Frequently,Sales,2,Technical Degree,Male,4,Manager,4,Divorced,17731,No,4,28,2,4,28,3
54,No,Travel_Rarely,Human Resources,4,Human Resources,Female,1,Manager,2,Married,9209,Yes,4,22,2,2,10,10
18,No,Non-Travel,Human Resources,4,Human Resources,Male,4,Manager,3,Single,17600,Yes,3,36,1,3,36,16
18,No,Travel_Frequently,Human Resources,3,Marketing,Male,5,Human Resources,3,Divorced,16860,Yes,3,17,2,3,17,11
59,Yes,Travel_Frequently,Human Resources,3,Human Resources,Male,3,Manager,1,Single,14402,Yes,3,20,5,4,13,13
59,No,Non-Travel,Sales,4,Life Sciences,Female,4,Sales Executive,4,Single,14444,Yes,3,9,6,1,9,9
38,No,Travel_Rarely,Research & Development,2,Marketing,Female,5,Laboratory Technician,4,Married,20000,No,3,34,0,3,34,2
32,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Research Director,1,Married,18461,No,3,15,4,4,8,8
34,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Healthcare Representative,4,Single,13292,No,3,34,2,1,34,17
39,Yes,Travel_Rarely,Sales,2,Technical Degree,Female,2,Manager,2,Married,12004,No,4,22,2,4,10,3
55,No,Non-Travel,Research & Development,4,Other,Male,4,Laboratory Technician,2,Married,20000,No,3,30,1,2,11,11
52,No,Travel_Rarely,Sales,5,Human Resources,Female,4,Sales Executive,3,Single,14126,Yes,3,4,0,4,2,2
33,No,Non-Travel,Sales,5,Human Resources,Male,4,Sales Executive,2,Married,19000,No,3,38,1,2,38,4
25,Yes,Travel_Frequently,Research & Development,4,Human Resources,Male,5,Research Director,4,Married,19719,Yes,3,13,6,3,13,13
34,No,Travel_Rarely,Research & Development,2,Human Resources,Male,1,Research Scientist,1,Married,10370,No,3,27,5,3,27,9
34,No,Travel_Rarely,Research & Development,4,Marketing,Female,5,Laboratory Technician,3,Single,17294,No,3,17,1,4,10,10
43,No,Travel_Rarely,Sales,4,Medical,Male,5,Sales Representative,1,Single,19000,No,3,38,2,1,38,0
30,No,Non-Travel,Human Resources,3,Life Sciences,Female,3,Human Resources,3,Married,11892,No,3,24,0,4,24,15
34,No,Travel_Frequently,Sales,5,Other,Male,1,Manager,3,Divorced,12139,No,3,32,5,4,20,10
55,No,Travel_Rarely,Sales,3,Other,Female,4,Manager,1,Married,14486,No,3,9,2,3,9,9
34,Yes,Travel_Rarely,Human Resources,3,Medical,Female,2,Human Resources,2,Married,9126,Yes,3,14,5,3,14,5
31,Yes,Non-Travel,Human Resources,4,Medical,Female,4,Human Resources,2,Single,16639,No,3,36,2,4,18,15
23,No,Travel_Rarely,Human Resources,3,Medical,Male,5,Human Resources,2,Single,17600,No,3,31,2,3,21,1
52,No,Travel_Rarely,Research & Development,5,Marketing,Male,1,Laboratory Technician,2,Single,13386,No,3,21,2,2,20,0
31,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,1,Married,13457,Yes,3,31,4,4,31,8
25,No,Non-Travel,Research & Development,5,Marketing,Female,1,Laboratory Technician,4,Married,10122,No,3,23,3,3,22,11
32,Yes,Non-Travel,Sales,3,Technical Degree,Male,3,Manager,3,Divorced,14030,Yes,3,13,0,4,12,12
44,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,4,Research Director,1,Married,16128,Yes,3,10,6,3,4,4
30,No,Travel_Rarely,Research & Development,3,Other,Male,3,Healthcare Representative,2,Divorced,15528,No,4,18,4,2,3,3
48,No,Non-Travel,Sales,3,Technical Degree,Male,2,Sales Executive,2,Single,12986,Yes,3,27,3,2,27,9
52,No,Travel_Rarely,Research & Development,2,Marketing,Female,5,Research Scientist,1,Single,19449,No,3,33,5,4,13,11
23,No,Travel_Rarely,Research & Development,5,Marketing,Male,3,Research Scientist,3,Divorced,18306,No,3,39,3,2,7,7
22,No,Travel_Rarely,Sales,5,Life Sciences,Female,3,Sales Representative,1,Married,14188,No,3,12,3,2,8,8
39,No,Travel_Rarely,Sales,5,Medical,Male,5,Sales Executive,1,Divorced,19000,No,3,38,4,3,34,12
40,Yes,Travel_Rarely,Research & Development,1,Human Resources,Male,1,Healthcare Representative,4,Single,11704,No,3,36,0,4,36,2
42,No,Travel_Rarely,Sales,3,Human Resources,Male,5,Sales Representative,1,Married,19000,No,3,39,1,3,20,13
51,Yes,Travel_Frequently,Human Resources,5,Medical,Male,4,Human Resources,4,Married,16578,No,3,17,3,3,17,9
43,Yes,Travel_Rarely,Research & Development,1,Human Resources,Male,5,Healthcare Representative,3,Single,20000,No,4,32,1,1,32,15
22,Yes,Travel_Rarely,Research & Development,2,Human Resources,Female,1,Laboratory Technician,1,Married,7221,No,3,7,1,2,7,6
43,Yes,Travel_Frequently,Research & Development,5,Human Resources,Male,5,Research Scientist,1,Married,20000,Yes,3,27,2,3,16,3
37,No,Travel_Rarely,Research & Development,5,Other,Female,3,Laboratory Technician,2,Single,15746,No,3,30,1,3,30,19
23,No,Travel_Rarely,Sales,1,Marketing,Male,2,Sales Representative,1,Single,14732,Yes,4,33,5,3,33,10
23,No,Travel_Rarely,Research & Development,3,Marketing,Male,3,Laboratory Technician,2,Single,17629,Yes,3,35,5,2,5,5
35,No,Travel_Rarely,Research & Development,2,Marketing,Female,2,Healthcare Representative,2,Single,11583,Yes,3,21,2,2,21,19
21,Yes,Travel_Rarely,Sales,5,Medical,Male,5,Sales Executive,2,Married,19000,No,4,25,0,2,13,3
34,No,Travel_Rarely,Human Resources,3,Technical Degree,Male,4,Manager,3,Single,16240,No,3,25,6,4,2,2
31,No,Travel_Rarely,Research & Development,2,Other,Male,5,Research Scientist,4,Single,20000,No,3,21,0,3,11,11
31,No,Non-Travel,Research & Development,4,Other,Male,1,Laboratory Technician,2,Divorced,13146,No,3,35,5,2,35,10
