Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,EducationLabel,JobSatisfactionLabel,WorkLifeBalanceLabel,PerformanceLabel,JobLevelLabel
20,No,Travel_Rarely,Research & Development,3,Human Resources,Male,2,Laboratory Technician,4,Married,14518,No,3,32,1,2,21,5,Bachelor,Very High,Good,Excellent,Mid
23,No,Travel_Rarely,Sales,5,Technical Degree,Female,1,Sales Representative,4,Married,9909,No,3,30,2,4,30,19,Doctor,Very High,Best,Excellent,Junior
32,No,Travel_Rarely,Research & Development,5,Technical Degree,Male,2,Laboratory Technician,2,Single,14820,No,3,22,4,2,22,12,Doctor,Medium,Good,Excellent,Mid
44,No,Travel_Rarely,Sales,5,Medical,Female,1,Manager,1,Married,9802,No,3,19,2,2,19,4,Doctor,Low,Good,Excellent,Junior
27,No,Non-Travel,Research & Development,1,Life Sciences,Male,4,Research Scientist,1,Single,19416,No,3,37,4,4,37,6,Below College,Low,Best,Excellent,Lead
26,No,Travel_Rarely,Sales,5,Life Sciences,Female,4,Manager,1,Married,18311,No,3,37,2,3,3,3,Doctor,Low,Better,Excellent,Lead
50,No,Travel_Rarely,Research & Development,1,Human Resources,Male,5,Research Director,4,Divorced,19763,No,3,14,3,3,14,0,Below College,Very High,Better,Excellent,Executive
49,No,Travel_Rarely,Research & Development,5,Medical,Female,2,Research Director,1,Single,11323,Yes,3,23,2,1,23,13,Doctor,Low,Bad,Excellent,Mid
23,No,Travel_Frequently,Human Resources,1,Medical,Female,2,Human Resources,1,Married,11703,No,3,33,1,3,24,3,Below College,Low,Better,Excellent,Mid
58,Yes,Travel_Rarely,Sales,4,Other,Female,1,Manager,4,Single,12413,No,3,36,0,1,0,0,Master,Very High,Bad,Excellent,Junior
53,No,Non-Travel,Sales,4,Technical Degree,Male,4,Manager,4,Single,17456,No,3,32,5,1,6,6,Master,Very High,Bad,Excellent,Lead
19,No,Non-Travel,Sales,3,Medical,Male,1,Sales Executive,3,Married,11506,Yes,3,30,2,3,30,15,Bachelor,High,Better,Excellent,Junior
46,Yes,Non-Travel,Human Resources,1,Marketing,Male,4,Manager,4,Single,15063,Yes,3,28,0,3,11,11,Below College,Very High,Better,Excellent,Lead
21,No,Travel_Rarely,Human Resources,2,Other,Male,1,Manager,2,Married,8744,Yes,3,24,6,4,4,4,College,Medium,Best,Excellent,Junior
18,Yes,Travel_Rarely,Sales,3,Human Resources,Male,4,Sales Executive,4,Single,19000,Yes,3,37,3,1,37,19,Bachelor,Very High,Bad,Excellent,Lead
36,No,Travel_Frequently,Research & Development,4,Marketing,Female,1,Research Scientist,4,Single,7421,No,3,11,3,3,11,7,Master,Very High,Better,Excellent,Junior
43,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,4,Healthcare Representative,1,Married,20000,Yes,4,38,6,3,38,2,Below College,Low,Better,Outstanding,Lead
42,Yes,Travel_Rarely,Research & Development,5,Technical Degree,Male,1,Laboratory Technician,3,Married,11441,Yes,3,17,6,4,17,17,Doctor,High,Best,Excellent,Junior
27,Yes,Travel_Rarely,Research & Development,2,Marketing,Male,2,Research Scientist,1,Single,16444,Yes,3,37,6,3,1,0,College,Low,Better,Excellent,Mid
32,No,Travel_Rarely,Sales,4,Human Resources,Male,5,Sales Representative,3,Married,19000,No,3,19,1,2,9,1,Master,High,Good,Excellent,Executive
39,No,Travel_Rarely,Sales,3,Marketing,Female,1,Sales Representative,1,Divorced,9452,No,3,22,6,2,14,14,Bachelor,Low,Good,Excellent,Junior
38,No,Travel_Rarely,Human Resources,1,Marketing,Male,5,Manager,2,Married,17600,Yes,3,36,1,1,29,9,Below College,Medium,Bad,Excellent,Executive
39,No,Travel_Rarely,Human Resources,2,Medical,Female,2,Manager,1,Single,10120,No,3,16,2,4,16,16,College,Low,Best,Excellent,Mid
53,No,Travel_Rarely,Research & Development,1,Technical Degree,Male,2,Research Director,1,Married,15790,No,4,36,4,3,3,3,Below College,Low,Better,Outstanding,Mid
51,No,Travel_Rarely,Sales,5,Life Sciences,Female,4,Sales Representative,2,Married,17479,Yes,3,32,6,1,6,6,Doctor,Medium,Bad,Excellent,Lead
47,No,Non-Travel,Sales,3,Human Resources,Female,5,Manager,2,Single,18594,No,3,32,6,3,30,12,Bachelor,Medium,Better,Excellent,Executive
42,No,Non-Travel,Research & Development,1,Other,Male,3,Healthcare Representative,4,Divorced,17909,Yes,3,38,3,2,38,0,Below College,Very High,Good,Excellent,Senior
45,No,Travel_Rarely,Human Resources,4,Other,Female,4,Manager,1,Divorced,16893,No,3,33,0,3,33,4,Master,Low,Better,Excellent,Lead
18,No,Travel_Rarely,Human Resources,3,Human Resources,Male,5,Human Resources,2,Divorced,15446,Yes,3,5,4,3,5,5,Bachelor,Medium,Better,Excellent,Executive
21,No,Non-Travel,Research & Development,4,Life Sciences,Female,1,Research Director,2,Divorced,11759,No,3,37,3,3,37,13,Master,Medium,Better,Excellent,Junior
24,No,Travel_Rarely,Research & Development,1,Human Resources,Male,1,Healthcare Representative,4,Married,11373,Yes,4,33,2,2,33,2,Below College,Very High,Good,Outstanding,Junior
26,No,Travel_Rarely,Sales,3,Medical,Female,2,Sales Representative,3,Married,11707,No,3,24,6,2,14,14,Bachelor,High,Good,Excellent,Mid
53,No,Travel_Rarely,Sales,4,Other,Female,3,Manager,2,Married,11623,No,3,16,3,4,13,13,Master,Medium,Best,Excellent,Senior
36,No,Travel_Rarely,Human Resources,5,Other,Female,1,Manager,2,Divorced,8378,Yes,3,6,1,2,5,5,Doctor,Medium,Good,Excellent,Junior
18,No,Non-Travel,Research & Development,5,Marketing,Female,5,Healthcare Representative,1,Married,20000,No,3,36,0,1,36,2,Doctor,Low,Bad,Excellent,Executive
27,No,Non-Travel,Sales,1,Medical,Male,5,Sales Executive,4,Married,19000,No,3,31,0,3,31,15,Below College,Very High,Better,Excellent,Executive
53,No,Non-Travel,Sales,3,Other,Male,1,Sales Representative,1,Married,11906,No,3,39,1,2,2,2,Bachelor,Low,Good,Excellent,Junior
26,No,Travel_Rarely,Research & Development,2,Medical,Male,5,Laboratory Technician,3,Divorced,19756,Yes,3,23,6,1,2,2,College,High,Bad,Excellent,Executive
59,No,Travel_Rarely,Sales,3,Medical,Male,5,Sales Executive,4,Single,19000,Yes,3,21,6,2,21,11,Bachelor,Very High,Good,Excellent,Executive
49,No,Travel_Rarely,Sales,5,Life Sciences,Female,2,Sales Representative,1,Married,12471,No,4,21,4,3,21,10,Doctor,Low,Better,Outstanding,Mid
49,No,Travel_Rarely,Research & Development,4,Other,Male,3,Healthcare Representative,2,Divorced,18273,No,3,31,1,1,9,9,Master,Medium,Bad,Excellent,Senior
23,Yes,Travel_Frequently,Research & Development,2,Technical Degree,Female,2,Healthcare Representative,2,Married,14656,No,3,39,6,2,2,2,College,Medium,Good,Excellent,Mid
55,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,3,Laboratory Technician,4,Divorced,13311,Yes,3,11,0,2,11,11,Below College,Very High,Good,Excellent,Senior
34,Yes,Non-Travel,Sales,2,Life Sciences,Female,5,Manager,2,Married,19000,No,3,28,6,1,28,19,College,Medium,Bad,Excellent,Executive
27,No,Non-Travel,Research & Development,1,Medical,Male,3,Healthcare Representative,1,Single,14598,No,3,20,2,4,16,10,Below College,Low,Best,Excellent,Senior
44,No,Travel_Rarely,Sales,2,Technical Degree,Female,5,Sales Representative,4,Divorced,18363,No,3,23,6,1,6,1,College,Very High,Bad,Excellent,Executive
52,No,Travel_Rarely,Sales,1,Life Sciences,Female,5,Sales Executive,2,Single,14942,No,3,16,4,1,12,9,Below College,Medium,Bad,Excellent,Executive
38,No,Non-Travel,Research & Development,1,Technical Degree,Male,2,Laboratory Technician,2,Married,11210,No,3,8,5,1,1,1,Below College,Medium,Bad,Excellent,Mid
42,No,Travel_Rarely,Research & Development,2,Other,Female,2,Healthcare Representative,3,Single,14233,Yes,3,34,3,1,3,3,College,High,Bad,Excellent,Mid
45,Yes,Travel_Rarely,Research & Development,2,Medical,Female,4,Research Director,3,Single,16541,Yes,3,19,5,2,9,5,College,High,Good,Excellent,Lead
32,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,4,Married,12105,No,3,38,2,1,38,3,Below College,Very High,Bad,Excellent,Junior
21,No,Non-Travel,Research & Development,5,Technical Degree,Male,4,Research Director,3,Married,19562,Yes,3,23,5,1,23,11,Doctor,High,Bad,Excellent,Lead
46,No,Non-Travel,Sales,2,Human Resources,Male,4,Sales Representative,1,Married,16005,No,3,19,6,3,16,10,College,Low,Better,Excellent,Lead
26,No,Non-Travel,Research & Development,3,Life Sciences,Male,3,Research Director,2,Divorced,16862,No,3,29,4,2,5,5,Bachelor,Medium,Good,Excellent,Senior
44,No,Travel_Frequently,Sales,4,Life Sciences,Male,5,Manager,2,Single,19000,No,3,39,0,3,18,4,Master,Medium,Better,Excellent,Executive
43,No,Travel_Rarely,Sales,1,Life Sciences,Male,5,Sales Representative,2,Single,17751,No,3,4,0,2,4,4,Below College,Medium,Good,Excellent,Executive
36,No,Travel_Rarely,Human Resources,1,Technical Degree,Male,5,Human Resources,4,Married,17600,Yes,3,31,2,4,31,0,Below College,Very High,Best,Excellent,Executive
45,No,Travel_Frequently,Research & Development,4,Marketing,Male,1,Research Scientist,4,Married,10972,No,3,23,5,4,9,5,Master,Very High,Best,Excellent,Junior
34,No,Travel_Rarely,Human Resources,5,Other,Female,3,Manager,3,Divorced,13453,No,3,18,4,2,8,8,Doctor,High,Good,Excellent,Senior
58,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Healthcare Representative,2,Single,17281,No,3,29,3,4,26,8,Master,Medium,Best,Excellent,Senior
59,No,Travel_Rarely,Research & Development,2,Human Resources,Female,5,Laboratory Technician,2,Divorced,18149,No,3,25,6,4,12,12,College,Medium,Best,Excellent,Executive
37,No,Travel_Rarely,Research & Development,4,Human Resources,Male,4,Laboratory Technician,2,Married,20000,No,3,37,5,2,18,7,Master,Medium,Good,Excellent,Lead
57,No,Travel_Rarely,Research & Development,1,Medical,Male,1,Healthcare Representative,2,Married,10846,No,3,28,5,1,20,18,Below College,Medium,Bad,Excellent,Junior
56,No,Travel_Rarely,Research & Development,4,Marketing,Male,4,Laboratory Technician,2,Single,19634,Yes,3,23,3,3,23,15,Master,Medium,Better,Excellent,Lead
40,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Representative,1,Married,14707,No,3,37,1,2,37,5,Bachelor,Low,Good,Excellent,Mid
49,No,Travel_Frequently,Research & Development,2,Technical Degree,Male,3,Healthcare Representative,2,Single,16612,Yes,3,16,6,2,3,3,College,Medium,Good,Excellent,Senior
50,No,Non-Travel,Sales,4,Medical,Female,3,Sales Executive,1,Single,15712,No,3,32,2,2,23,2,Master,Low,Good,Excellent,Senior
22,No,Travel_Rarely,Sales,1,Technical Degree,Male,4,Manager,2,Married,18706,No,3,34,6,3,34,9,Below College,Medium,Better,Excellent,Lead
51,No,Non-Travel,Research & Development,2,Medical,Female,1,Research Director,4,Divorced,10354,No,3,27,4,2,2,0,College,Very High,Good,Excellent,Junior
57,No,Travel_Rarely,Sales,1,Other,Female,3,Sales Executive,4,Married,13453,No,3,23,2,3,3,3,Below College,Very High,Better,Excellent,Senior
28,No,Travel_Rarely,Human Resources,5,Marketing,Male,4,Human Resources,1,Married,17600,No,3,36,3,3,36,3,Doctor,Low,Better,Excellent,Lead
20,No,Travel_Rarely,Human Resources,3,Other,Male,1,Human Resources,2,Married,12544,No,4,39,4,4,39,11,Bachelor,Medium,Best,Outstanding,Junior
50,No,Travel_Rarely,Human Resources,5,Technical Degree,Female,4,Human Resources,4,Married,17600,No,3,39,0,1,34,5,Doctor,Very High,Bad,Excellent,Lead
28,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,4,Divorced,11477,No,3,30,0,4,30,10,Bachelor,Very High,Best,Excellent,Junior
33,No,Travel_Rarely,Sales,4,Marketing,Male,5,Sales Executive,2,Married,19000,No,3,24,6,2,24,11,Master,Medium,Good,Excellent,Executive
35,No,Travel_Rarely,Human Resources,2,Marketing,Female,1,Human Resources,2,Single,10889,Yes,3,39,4,2,39,9,College,Medium,Good,Excellent,Junior
47,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,4,Single,13414,No,3,12,2,3,12,12,Master,Very High,Better,Excellent,Mid
27,No,Non-Travel,Human Resources,3,Technical Degree,Female,5,Human Resources,2,Married,13716,Yes,3,3,2,4,3,3,Bachelor,Medium,Best,Excellent,Executive
35,No,Travel_Rarely,Human Resources,3,Life Sciences,Female,4,Human Resources,3,Married,12436,Yes,3,13,0,3,13,6,Bachelor,High,Better,Excellent,Lead
55,No,Non-Travel,Human Resources,3,Marketing,Male,5,Manager,2,Single,17600,No,4,27,0,4,12,10,Bachelor,Medium,Best,Outstanding,Executive
36,No,Travel_Rarely,Sales,1,Technical Degree,Male,5,Manager,4,Divorced,19000,No,3,26,3,4,26,3,Below College,Very High,Best,Excellent,Executive
53,No,Non-Travel,Research & Development,2,Technical Degree,Male,4,Research Director,4,Married,17437,Yes,3,13,4,4,5,5,College,Very High,Best,Excellent,Lead
30,No,Travel_Rarely,Human Resources,4,Other,Male,4,Manager,1,Married,14977,Yes,3,16,2,4,16,0,Master,Low,Best,Excellent,Lead
20,Yes,Travel_Rarely,Sales,4,Human Resources,Male,2,Manager,3,Single,16544,Yes,3,35,3,4,35,12,Master,High,Best,Excellent,Mid
27,No,Travel_Rarely,Sales,5,Medical,Female,4,Sales Representative,4,Married,18395,No,3,39,2,1,39,17,Doctor,Very High,Bad,Excellent,Lead
55,No,Travel_Rarely,Research & Development,3,Human Resources,Male,3,Healthcare Representative,3,Divorced,18849,No,3,34,0,2,34,8,Bachelor,High,Good,Excellent,Senior
18,No,Travel_Rarely,Human Resources,3,Human Resources,Male,3,Manager,2,Divorced,14121,Yes,4,16,4,4,16,8,Bachelor,Medium,Best,Outstanding,Senior
44,No,Travel_Rarely,Research & Development,3,Marketing,Female,2,Research Director,4,Single,8741,Yes,3,2,1,4,1,1,Bachelor,Very High,Best,Excellent,Mid
25,No,Travel_Rarely,Research & Development,4,Other,Female,1,Research Director,1,Single,8436,No,3,12,4,3,12,9,Master,Low,Better,Excellent,Junior
59,No,Travel_Rarely,Sales,5,Medical,Female,1,Manager,4,Married,7677,No,4,5,5,2,1,1,Doctor,Very High,Good,Outstanding,Junior
34,No,Travel_Rarely,Research & Development,1,Human Resources,Male,3,Research Scientist,1,Married,14975,No,3,27,1,2,27,5,Below College,Low,Good,Excellent,Senior
26,No,Travel_Rarely,Human Resources,2,Human Resources,Female,4,Manager,3,Married,14568,No,3,25,6,2,25,14,College,High,Good,Excellent,Lead
23,No,Travel_Frequently,Sales,1,Technical Degree,Male,2,Sales Representative,1,Divorced,11106,Yes,3,21,6,4,21,2,Below College,Low,Best,Excellent,Mid
42,No,Travel_Rarely,Research & Development,4,Marketing,Male,1,Research Scientist,2,Married,9110,No,3,9,3,3,2,2,Master,Medium,Better,Excellent,Junior
56,No,Travel_Rarely,Human Resources,3,Human Resources,Male,1,Manager,2,Single,12536,No,3,34,1,2,34,5,Bachelor,Medium,Good,Excellent,Junior
45,No,Non-Travel,Research & Development,2,Medical,Female,5,Healthcare Representative,2,Divorced,18018,Yes,3,13,1,3,11,2,College,Medium,Better,Excellent,Executive
50,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Research Scientist,4,Single,15904,No,3,23,3,1,23,10,Master,Very High,Bad,Excellent,Senior
54,No,Non-Travel,Research & Development,4,Life Sciences,Male,4,Research Scientist,2,Divorced,18939,No,3,27,4,1,4,4,Master,Medium,Bad,Excellent,Lead
26,No,Travel_Rarely,Research & Development,4,Marketing,Male,2,Laboratory Technician,2,Married,13079,Yes,3,20,3,3,19,12,Master,Medium,Better,Excellent,Mid
35,Yes,Travel_Rarely,Sales,2,Life Sciences,Male,1,Sales Executive,4,Divorced,13924,No,3,38,5,4,38,19,College,Very High,Best,Excellent,Junior
38,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,5,Research Scientist,3,Single,20000,No,4,38,0,2,38,9,College,High,Good,Outstanding,Executive
19,No,Non-Travel,Research & Development,5,Technical Degree,Female,3,Research Scientist,2,Single,17049,No,3,37,6,1,12,5,Doctor,Medium,Bad,Excellent,Senior
55,Yes,Travel_Rarely,Human Resources,5,Medical,Female,3,Human Resources,2,Married,13349,No,3,16,0,1,11,11,Doctor,Medium,Bad,Excellent,Senior
57,No,Non-Travel,Human Resources,1,Other,Male,2,Human Resources,4,Married,11987,No,3,21,6,3,12,12,Below College,Very High,Better,Excellent,Mid
53,No,Travel_Rarely,Research & Development,2,Marketing,Male,1,Research Director,3,Married,9734,No,3,18,1,4,9,9,College,High,Best,Excellent,Junior
54,No,Travel_Rarely,Research & Development,2,Marketing,Male,2,Laboratory Technician,3,Divorced,13830,Yes,3,32,3,3,32,6,College,High,Better,Excellent,Mid
32,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,3,Divorced,15882,No,3,39,3,3,39,14,College,High,Better,Excellent,Mid
45,No,Travel_Rarely,Research & Development,5,Human Resources,Male,5,Healthcare Representative,4,Married,20000,No,3,37,3,3,15,15,Doctor,Very High,Better,Excellent,Executive
35,No,Non-Travel,Research & Development,4,Human Resources,Female,3,Laboratory Technician,1,Single,15163,No,3,34,5,3,34,17,Master,Low,Better,Excellent,Senior
51,Yes,Travel_Rarely,Research & Development,3,Other,Male,4,Healthcare Representative,1,Married,19228,No,3,32,5,3,2,2,Bachelor,Low,Better,Excellent,Lead
39,No,Travel_Rarely,Human Resources,5,Human Resources,Male,3,Human Resources,2,Married,15653,Yes,3,30,4,4,4,4,Doctor,Medium,Best,Excellent,Senior
28,No,Travel_Rarely,Sales,2,Other,Male,3,Sales Executive,2,Married,15296,No,3,34,2,3,25,1,College,Medium,Better,Excellent,Senior
30,No,Travel_Rarely,Research & Development,5,Medical,Male,5,Laboratory Technician,2,Divorced,20000,No,3,36,6,4,10,7,Doctor,Medium,Best,Excellent,Executive
21,No,Travel_Rarely,Sales,1,Marketing,Male,4,Sales Executive,1,Single,19000,No,3,35,2,2,6,6,Below College,Low,Good,Excellent,Lead
39,No,Non-Travel,Research & Development,2,Life Sciences,Female,1,Healthcare Representative,4,Single,10580,No,3,22,2,2,9,1,College,Very High,Good,Excellent,Junior
24,No,Travel_Frequently,Sales,1,Medical,Female,4,Manager,2,Single,17879,Yes,4,35,6,2,33,10,Below College,Medium,Good,Outstanding,Lead
41,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,1,Laboratory Technician,4,Divorced,12677,No,3,39,4,2,2,2,College,Very High,Good,Excellent,Junior
21,No,Non-Travel,Research & Development,5,Technical Degree,Male,4,Research Scientist,2,Married,20000,No,3,38,3,1,7,5,Doctor,Medium,Bad,Excellent,Lead
45,No,Travel_Rarely,Sales,4,Technical Degree,Male,2,Sales Executive,4,Single,14659,No,3,30,2,4,30,9,Master,Very High,Best,Excellent,Mid
32,No,Non-Travel,Research & Development,3,Other,Male,4,Laboratory Technician,4,Single,17526,No,3,24,3,2,10,4,Bachelor,Very High,Good,Excellent,Lead
18,No,Travel_Rarely,Sales,1,Other,Male,5,Sales Executive,1,Single,17001,No,3,16,1,1,6,6,Below College,Low,Bad,Excellent,Executive
20,No,Travel_Rarely,Sales,5,Marketing,Female,1,Manager,4,Single,9773,No,3,14,2,4,1,0,Doctor,Very High,Best,Excellent,Junior
31,No,Non-Travel,Research & Development,4,Technical Degree,Male,3,Laboratory Technician,3,Married,18496,No,3,36,1,1,5,1,Master,High,Bad,Excellent,Senior
55,No,Non-Travel,Research & Development,5,Other,Male,5,Healthcare Representative,1,Single,20000,No,3,31,4,1,31,0,Doctor,Low,Bad,Excellent,Executive
18,No,Non-Travel,Sales,1,Other,Male,1,Sales Representative,2,Single,9005,Yes,4,21,0,3,19,18,Below College,Medium,Better,Outstanding,Junior
55,No,Travel_Rarely,Research & Development,3,Human Resources,Male,1,Healthcare Representative,1,Divorced,12821,No,4,33,5,1,33,1,Bachelor,Low,Bad,Outstanding,Junior
55,No,Travel_Rarely,Research & Development,5,Other,Female,3,Healthcare Representative,3,Married,15524,No,3,21,6,1,15,15,Doctor,High,Bad,Excellent,Senior
38,No,Non-Travel,Sales,2,Technical Degree,Male,2,Sales Representative,3,Married,12175,No,3,24,4,4,24,3,College,High,Best,Excellent,Mid
46,Yes,Travel_Rarely,Research & Development,4,Medical,Male,5,Healthcare Representative,4,Single,20000,No,3,13,4,1,11,11,Master,Very High,Bad,Excellent,Executive
22,No,Travel_Rarely,Sales,5,Technical Degree,Male,3,Sales Representative,3,Married,14679,No,4,13,4,3,6,6,Doctor,High,Better,Outstanding,Senior
27,No,Travel_Rarely,Sales,4,Human Resources,Male,3,Manager,3,Married,17691,Yes,3,38,2,2,38,17,Master,High,Good,Excellent,Senior
45,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,2,Research Director,3,Single,10302,No,3,16,1,2,16,0,College,High,Good,Excellent,Mid
38,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Female,5,Research Scientist,3,Single,19771,No,4,33,5,4,10,0,Bachelor,High,Best,Outstanding,Executive
24,No,Travel_Rarely,Research & Development,3,Human Resources,Female,3,Research Director,2,Divorced,16492,No,3,25,2,4,5,5,Bachelor,Medium,Best,Excellent,Senior
20,No,Travel_Frequently,Research & Development,2,Marketing,Female,2,Healthcare Representative,2,Divorced,13329,Yes,3,29,0,1,22,3,College,Medium,Bad,Excellent,Mid
37,No,Travel_Frequently,Human Resources,4,Technical Degree,Male,5,Human Resources,1,Single,17600,No,3,26,6,4,26,4,Master,Low,Best,Excellent,Executive
36,No,Travel_Rarely,Research & Development,5,Other,Female,4,Research Scientist,4,Married,16966,Yes,4,15,6,1,5,5,Doctor,Very High,Bad,Outstanding,Lead
52,No,Travel_Rarely,Sales,2,Medical,Male,1,Sales Representative,2,Divorced,11629,No,3,37,5,4,37,12,College,Medium,Best,Excellent,Junior
